Date,IN_CPI_YoY,US_CPI_YoY,Oil_Brent_USD,Gold_USD,IN_IIP_YoY,IN_CLI_OECD,IN_Business_Confidence,US_Industrial_Production,US_CFNAI,US_Leading_Index,IN_Repo_Rate,IN_10Y_Yield,US_Fed_Funds_Rate,US_M2_YoY,US_10Y_Yield,US_2Y_Yield,US_BAA_Yield,US_AAA_Yield,US_3M_TBill,US_Unemployment_Rate,US_NFP_MoM_Change,USDINR,IN_Forex_Reserves_USD,DXY_Dollar_Index,Nifty50_MoM_Return,SP500_MoM_Return,Gold_MoM_Return,BankNifty_MoM_Return,US_VIX,US_Housing_Starts,US_Retail_Sales_YoY,US_Yield_Curve_Spread,US_Credit_Spread,IN_Real_Repo_Rate
2015-01-31,7.172997,-0.229931,47.759500,1278.500000,98.093040,99.361690,98.465720,102.890500,-0.260000,1.700000,8.850000,7.793660,0.110000,6.058864,1.881500,0.551500,4.450000,3.460000,0.027500,5.700000,204.000000,61.796001,310606.516330,94.800003,6.353003,-3.104081,7.990538,5.908745,20.969999,1085.000000,4.044844,1.330000,0.990000,1.677003
2015-02-28,6.302514,-0.087031,58.095500,1212.599976,98.865120,99.387020,98.277920,102.233500,-0.480000,1.700000,8.750000,7.734200,0.110000,6.483995,1.975263,0.618947,4.510000,3.610000,0.017895,5.500000,259.000000,61.754002,319300.488547,95.250000,0.405263,5.489251,-5.154480,-3.876285,13.340000,886.000000,2.491505,1.356316,0.900000,2.447486
2015-03-31,6.276155,-0.022031,55.885455,1183.099976,98.182720,99.420920,98.139150,101.891400,0.010000,1.700000,8.500000,7.820800,0.110000,6.124139,2.042727,0.640455,4.540000,3.640000,0.027727,5.400000,96.000000,62.508999,323824.829169,98.360001,-3.997915,-1.739611,-2.432789,-4.550035,15.290000,960.000000,2.947796,1.402273,0.900000,2.223845
2015-04-30,5.785118,-0.104031,59.524286,1182.400024,98.111690,99.463980,98.045000,101.335500,-0.010000,1.710000,8.500000,7.836967,0.120000,6.002110,1.935000,0.540000,4.480000,3.520000,0.023182,5.400000,273.000000,63.442001,333725.503695,94.599998,-3.645036,0.852082,-0.059162,0.721982,14.550000,1190.000000,2.097071,1.395000,0.960000,2.714882
2015-05-31,5.737699,0.035033,64.075000,1189.400024,98.913910,99.516510,97.987720,100.888300,-0.340000,1.890000,8.500000,7.852180,0.120000,5.640583,2.197500,0.609000,4.890000,3.980000,0.016500,5.600000,342.000000,63.825001,334317.692139,96.910004,3.081958,1.049138,0.592016,2.089914,13.840000,1079.000000,2.724204,1.588500,0.910000,2.762301
2015-06-30,6.097554,0.179572,61.477727,1171.500000,98.985120,99.578640,97.966480,100.571000,-0.140000,1.680000,8.250000,7.805225,0.130000,5.484247,2.363636,0.688636,5.130000,4.190000,0.015000,5.300000,171.000000,63.723999,338106.666367,95.489998,-0.772505,-2.101167,-1.504963,-2.271476,18.230000,1205.000000,2.491429,1.675000,0.940000,2.152446
2015-07-31,4.365109,0.225686,56.561304,1094.900024,100.451500,99.650580,97.960530,101.222800,0.350000,1.840000,8.250000,7.816920,0.130000,5.361041,2.324545,0.667727,5.200000,4.150000,0.032273,5.200000,282.000000,64.117996,336336.736699,97.370003,1.963908,1.974203,-6.538624,2.370730,12.120000,1146.000000,3.238421,1.656818,1.050000,3.884891
2015-08-31,4.347824,0.241304,46.515000,1131.599976,101.429200,99.732350,97.950530,101.036700,-0.280000,1.760000,8.250000,7.785975,0.140000,5.530046,2.167143,0.697619,5.190000,4.040000,0.071905,5.100000,134.000000,66.142998,334620.809169,95.949997,-6.581035,-6.258082,3.351900,-8.453349,28.430000,1130.000000,2.427100,1.469524,1.150000,3.902176
2015-09-30,5.138377,0.008843,47.623182,1115.500000,100.793400,99.823620,97.924480,100.754700,-0.120000,1.780000,8.250000,7.732050,0.140000,5.684472,2.172857,0.713333,5.340000,4.070000,0.022381,5.000000,150.000000,65.919998,333344.798655,96.349998,-0.281007,-2.644283,-1.422762,0.406792,24.500000,1224.000000,2.249709,1.459524,1.270000,3.111623
2015-10-31,6.324155,0.127617,48.430000,1141.500000,103.421800,99.923380,97.887680,100.267500,-0.260000,1.590000,7.750000,7.596900,0.120000,5.452381,2.070000,0.644762,5.340000,3.950000,0.015238,5.000000,304.000000,65.444000,336654.246137,96.949997,1.470643,8.298312,2.330793,0.802721,15.070000,1058.000000,1.572112,1.425238,1.390000,1.425845
2015-11-30,6.719380,0.436318,44.267619,1065.800049,101.627400,100.029800,97.846800,99.529800,-0.360000,1.550000,7.750000,7.745200,0.120000,5.868904,2.263158,0.884737,5.460000,4.060000,0.124737,5.100000,229.000000,66.900002,333851.954005,100.169998,-1.618560,0.050487,-6.631621,0.437347,16.129999,1172.000000,1.660075,1.378421,1.400000,1.030620
2015-12-31,6.324155,0.638725,38.005455,1060.300049,102.134400,100.140300,97.804690,99.041700,-0.300000,1.630000,7.750000,7.791575,0.240000,5.720455,2.242727,0.982727,5.460000,3.970000,0.227727,5.000000,269.000000,66.455002,334310.993025,98.629997,0.139883,-1.753019,-0.516044,-2.915603,18.209999,1146.000000,2.799051,1.260000,1.490000,1.425845
2016-01-31,5.905546,1.237503,30.699500,1116.400024,102.458000,100.250800,97.759240,99.560700,0.090000,1.400000,7.750000,7.668760,0.340000,6.107478,2.085263,0.899474,5.450000,4.000000,0.255263,4.800000,133.000000,68.093002,333077.592174,99.610001,-4.817310,-5.073532,5.290953,-8.271966,20.200001,1092.000000,2.629096,1.185789,1.450000,1.844454
2016-02-29,5.533602,0.847278,32.181500,1233.900024,102.177900,100.357400,97.703500,99.044500,-0.230000,1.720000,7.750000,7.720025,0.380000,5.672325,1.779500,0.733500,5.340000,3.960000,0.312500,4.900000,196.000000,68.730003,330199.405324,98.209999,-7.622082,-0.412836,10.524901,-10.153067,20.549999,1225.000000,3.745560,1.046000,1.380000,2.216398
2016-03-31,5.511775,0.891616,38.210455,1234.199951,103.030500,100.456000,97.629100,98.309600,-0.330000,1.610000,7.750000,7.584775,0.360000,6.116354,1.889091,0.875000,5.130000,3.820000,0.294091,5.000000,256.000000,66.367996,341189.270080,94.589996,10.753467,6.599111,0.024307,15.740622,13.950000,1111.000000,1.893014,1.014091,1.310000,2.238225
2016-04-30,5.859348,1.172626,41.583333,1289.199951,104.287800,100.544200,97.540040,98.642100,-0.100000,1.560000,7.150000,7.436060,0.370000,6.475332,1.805238,0.768095,4.790000,3.620000,0.228095,5.100000,192.000000,66.438004,344140.716169,93.080002,1.439573,0.269940,4.456328,4.047600,15.700000,1163.000000,2.251939,1.037143,1.170000,1.290652
2016-05-31,6.589098,1.078476,46.742381,1214.800049,105.643300,100.619900,97.442990,98.418400,-0.350000,1.430000,7.000000,7.279300,0.370000,6.790680,1.806190,0.816190,4.680000,3.650000,0.274286,4.800000,46.000000,67.133003,342399.070531,95.889999,3.952971,1.532460,-5.771013,4.917536,14.190000,1148.000000,1.741404,0.990000,1.030000,0.410902
2016-06-30,6.130261,1.079287,48.247273,1318.400024,107.006400,100.681900,97.352460,98.883300,0.130000,1.450000,7.000000,7.502625,0.380000,6.934094,1.644091,0.731364,4.530000,3.500000,0.269545,4.900000,247.000000,67.416000,344029.547095,96.139999,1.564318,0.091092,8.528150,1.784811,15.630000,1203.000000,2.805337,0.912727,1.030000,0.869739
2016-07-31,6.463848,0.868363,44.951905,1349.000000,105.690800,100.729000,97.303740,98.999200,0.050000,1.500000,7.000000,7.350920,0.390000,6.996768,1.504000,0.672500,4.220000,3.280000,0.297500,4.800000,373.000000,67.007004,346011.764350,95.529999,4.232150,3.560980,2.320993,5.674533,11.870000,1239.000000,1.775572,0.831500,0.940000,0.536152
2016-08-31,5.302996,1.055316,45.843043,1306.900024,104.889600,100.760700,97.359500,98.850000,-0.220000,1.540000,7.000000,7.141850,0.400000,7.296896,1.556522,0.737391,4.240000,3.320000,0.297391,4.900000,141.000000,67.126602,346250.456122,96.019997,1.709790,-0.121924,-3.120828,4.402694,13.420000,1171.000000,1.832526,0.819130,0.920000,1.697004
2016-09-30,4.135296,1.548645,46.567727,1313.300049,105.728500,100.777600,97.574460,98.745700,-0.090000,1.360000,7.000000,6.864380,0.400000,7.251579,1.630476,0.770952,4.310000,3.410000,0.291905,5.000000,306.000000,66.816299,351667.292320,95.459999,-1.992327,-0.123445,0.489710,-2.536439,13.290000,1068.000000,2.998406,0.859524,0.900000,2.864704
2016-10-31,3.345646,1.685925,49.522381,1271.500000,108.241500,100.781800,97.855650,98.761100,-0.070000,1.270000,6.750000,6.784525,0.400000,7.401106,1.764500,0.843000,4.380000,3.510000,0.326500,4.900000,98.000000,66.781403,346822.998356,98.449997,0.311800,-1.942568,-3.182825,1.401304,17.059999,1313.000000,3.454352,0.921500,0.870000,3.404354
2016-11-30,2.592575,1.684333,44.734091,1170.800049,106.264700,100.776800,98.083430,98.349100,-0.220000,1.700000,6.750000,6.613000,0.410000,7.201429,2.142000,0.979500,4.710000,3.860000,0.446000,4.700000,118.000000,68.608002,341975.717394,101.500000,-4.786988,3.417452,-7.919776,-4.746123,13.330000,1140.000000,3.086284,1.162500,0.850000,4.157425
2016-12-31,2.230398,2.050799,53.308500,1150.000000,104.898700,100.766900,98.166390,99.021400,0.390000,1.620000,6.750000,6.528120,0.540000,6.948716,2.491905,1.196667,4.830000,4.060000,0.505238,4.700000,225.000000,67.932999,341145.194692,102.389999,-0.470548,1.820076,-1.776567,-2.418970,14.040000,1252.000000,3.880140,1.295238,0.770000,4.519602
2017-01-31,1.858682,2.510393,54.576667,1208.599976,105.758100,100.757100,98.149540,98.761100,-0.120000,1.730000,6.750000,6.791800,0.650000,6.371445,2.432500,1.206500,4.660000,3.920000,0.511500,4.700000,220.000000,67.820999,344544.924772,99.510002,4.587212,1.788436,5.095650,7.360601,11.990000,1190.000000,5.676435,1.226000,0.740000,4.891318
2017-02-28,2.621706,2.810362,54.869500,1252.599976,107.055300,100.752300,98.089390,98.364600,-0.090000,1.580000,6.750000,6.979400,0.660000,6.291719,2.418947,1.201053,4.640000,3.950000,0.521053,4.600000,218.000000,66.693199,345181.175900,101.120003,3.717891,3.719816,3.640576,5.596158,12.920000,1271.000000,4.776842,1.217895,0.690000,4.128294
2017-03-31,2.611924,2.441196,51.589130,1247.300049,107.444300,100.756400,98.028750,99.013700,0.020000,1.730000,6.750000,7.117560,0.790000,6.348817,2.481739,1.313043,4.680000,4.010000,0.737391,4.400000,124.000000,64.790001,350923.607640,100.349998,3.312654,-0.038920,-0.423114,4.061194,12.370000,1190.000000,4.937808,1.168696,0.670000,4.138076
2017-04-30,2.214036,2.176223,52.307895,1266.099976,108.013700,100.771200,98.014930,100.022400,0.340000,1.590000,6.500000,7.164850,0.900000,6.127884,2.297368,1.241053,4.570000,3.870000,0.798421,4.400000,205.000000,64.059998,353698.265301,99.050003,1.420355,0.909121,1.507250,4.262703,10.820000,1146.000000,4.731978,1.056316,0.700000,4.285964
2017-05-31,1.090916,1.856343,50.326522,1272.000000,108.272900,100.797700,98.118340,100.140800,0.020000,1.420000,6.500000,7.114400,0.910000,5.979072,2.303636,1.301818,4.550000,3.850000,0.889091,4.400000,205.000000,64.618599,360819.689698,96.919998,3.409270,1.157625,0.466000,4.770281,10.410000,1157.000000,3.875283,1.001818,0.700000,5.409084
2017-06-30,1.083039,1.640566,46.368182,1240.699951,106.703500,100.835800,98.404310,100.347100,0.160000,1.520000,6.500000,6.583020,1.040000,5.649884,2.186818,1.342273,4.370000,3.680000,0.982727,4.300000,203.000000,64.785103,366986.761984,95.660004,-1.043000,0.481378,-2.460696,-0.911863,11.180000,1249.000000,3.307813,0.844545,0.690000,5.416961
2017-07-31,1.785756,1.725107,48.478571,1266.599976,106.910900,100.885000,98.787700,100.106800,-0.160000,1.430000,6.500000,6.549050,1.150000,5.646991,2.318000,1.372500,4.390000,3.700000,1.067000,4.300000,189.000000,64.123497,374514.735003,92.860001,5.841876,1.934883,2.087533,8.153183,10.260000,1206.000000,3.401595,0.945500,0.690000,4.714244
2017-08-31,2.518064,1.928122,51.704348,1316.199951,110.030200,100.944700,99.166940,99.692500,0.010000,1.390000,6.250000,6.602500,1.160000,5.417135,2.209130,1.335217,4.310000,3.630000,1.014348,4.400000,147.000000,63.976200,377934.660329,92.669998,-1.579812,0.054643,3.915994,-3.128036,10.590000,1159.000000,3.572429,0.873913,0.680000,3.731936
2017-09-30,2.888135,2.180565,56.152857,1281.500000,110.555600,101.013600,99.460680,99.795400,0.180000,1.200000,6.250000,6.723840,1.150000,5.301493,2.202000,1.384500,4.300000,3.630000,1.029500,4.300000,89.000000,65.360001,379771.135768,93.080002,-1.303711,1.930298,-2.636374,-1.091353,9.510000,1181.000000,5.003355,0.817500,0.670000,3.361865
2017-10-31,3.237430,2.020758,57.507727,1267.000000,110.081400,101.089800,99.648570,101.024700,0.540000,1.590000,6.250000,6.943950,1.150000,5.164509,2.360000,1.549524,4.320000,3.600000,1.074762,4.200000,141.000000,64.842400,379329.743480,94.550003,5.585071,2.218814,-1.131487,4.017582,10.180000,1257.000000,4.904737,0.810476,0.720000,3.012570
2017-11-30,3.971174,2.172494,62.714091,1273.199951,115.104000,101.171200,99.687560,101.266400,0.230000,1.450000,6.250000,7.165750,1.160000,4.826568,2.353333,1.696667,4.270000,3.570000,1.229524,4.200000,223.000000,64.414803,382005.683329,93.010002,-1.052219,2.808263,0.489341,1.251234,11.280000,1273.000000,5.961110,0.656667,0.700000,2.278826
2017-12-31,4.000057,2.129931,64.373684,1306.300049,112.798400,101.255200,99.534000,101.464400,0.200000,1.480000,6.250000,7.350760,1.300000,4.913690,2.402500,1.844000,4.220000,3.510000,1.322000,4.100000,151.000000,64.061996,389350.147912,92.120003,2.974125,0.983163,2.599756,0.817330,11.040000,1177.000000,5.286465,0.558500,0.710000,2.249943
2018-01-31,5.109552,2.151319,69.077273,1339.000000,113.241700,101.339000,99.314680,101.462500,-0.230000,1.550000,6.250000,7.219725,1.410000,4.397229,2.583810,2.031905,4.260000,3.550000,1.413333,4.000000,137.000000,63.769901,401550.065968,89.129997,4.719534,5.617870,2.503250,7.204540,13.540000,1299.000000,3.660973,0.551905,0.710000,1.140448
2018-02-28,4.744522,2.263469,65.317500,1315.500000,114.381700,101.419900,99.186350,101.708500,0.470000,1.660000,6.250000,7.571275,1.420000,4.147314,2.858947,2.175263,4.510000,3.820000,1.567895,4.100000,394.000000,64.910004,400132.903901,90.610001,-4.850065,-3.894737,-1.755041,-8.298370,19.850000,1277.000000,4.253216,0.683684,0.690000,1.505478
2018-03-31,4.363664,2.330950,66.016667,1322.800049,113.140900,101.496100,99.261020,102.206700,0.100000,1.690000,6.250000,7.608060,1.510000,4.094345,2.842381,2.275714,4.640000,3.870000,1.696667,4.000000,226.000000,65.029999,403750.660782,90.150002,-3.613407,-2.688450,0.554926,-3.361761,19.969999,1318.000000,4.407407,0.566667,0.770000,1.886336
2018-04-30,3.971174,2.470996,72.106000,1316.199951,112.721600,101.566700,99.440290,103.332900,0.390000,1.590000,6.250000,7.547875,1.690000,3.795332,2.869048,2.384286,4.670000,3.850000,1.757619,4.000000,140.000000,66.610001,399532.823214,91.839996,6.186157,0.271877,-0.498949,5.227016,15.930000,1276.000000,4.057377,0.484762,0.820000,2.278826
2018-05-31,3.956891,2.781922,76.975238,1300.099976,112.485100,101.631300,99.592670,102.402400,-0.140000,1.570000,6.250000,7.846075,1.700000,3.804917,2.977727,2.511818,4.830000,4.000000,1.864091,3.800000,322.000000,67.430000,391849.998358,93.989998,-0.029790,2.160834,-1.223217,5.579754,15.430000,1357.000000,6.311345,0.465909,0.830000,2.293109
2018-06-30,3.928532,2.807551,74.404762,1251.300049,114.780600,101.690100,99.626370,103.198000,0.210000,1.550000,6.450000,7.935740,1.820000,4.081482,2.912381,2.533333,4.830000,3.960000,1.899048,4.000000,218.000000,68.796700,385400.077511,94.629997,-0.203523,0.484244,-3.753552,-2.196159,16.090000,1192.000000,5.395911,0.379048,0.870000,2.521468
2018-07-31,5.614035,2.854125,74.254091,1223.699951,113.573100,101.743200,99.588890,103.364600,0.050000,1.360000,6.500000,7.800625,1.910000,3.890648,2.889048,2.606667,4.790000,3.870000,1.957143,3.800000,60.000000,68.684998,383776.895972,94.489998,5.993861,3.602156,-2.205714,5.310049,12.830000,1208.000000,6.031749,0.282381,0.920000,0.885965
2018-08-31,5.614035,2.642924,72.528261,1200.300049,115.380200,101.790600,99.549320,104.032700,0.300000,1.460000,6.750000,7.824580,1.910000,3.792756,2.889130,2.635652,4.770000,3.880000,2.033913,3.800000,257.000000,71.404999,380573.739903,95.139999,2.852992,3.026321,-1.912225,1.071883,12.860000,1288.000000,5.884941,0.253478,0.890000,1.135965
2018-09-30,5.614035,2.332055,78.891000,1191.500000,116.272800,101.831700,99.551860,104.100400,0.020000,1.250000,6.750000,8.019075,1.950000,3.672294,3.004211,2.767895,4.880000,3.980000,2.126316,3.700000,81.000000,72.949997,380813.069454,95.190002,-6.421384,0.429429,-0.733154,-10.483663,12.120000,1250.000000,3.317680,0.236316,0.900000,1.135965
2018-10-31,5.226513,2.492032,81.032174,1212.300049,119.160600,101.866100,99.571340,103.985600,-0.210000,1.310000,6.750000,7.924850,2.190000,3.311824,3.152273,2.860909,5.070000,4.140000,2.249091,3.800000,169.000000,73.650002,371888.806088,97.129997,-4.975555,-6.940336,1.745703,0.132958,21.230000,1221.000000,4.265638,0.291364,0.930000,1.523487
2018-11-30,4.861077,2.147329,64.748182,1220.199951,115.290400,101.892400,99.552710,104.068100,0.010000,1.000000,6.750000,7.784620,2.200000,3.210681,3.117000,2.859000,5.220000,4.220000,2.326500,3.800000,90.000000,69.919998,373187.968981,97.269997,4.719065,1.785936,0.651646,6.797132,18.070000,1181.000000,3.722848,0.258000,1.000000,1.888923
2018-12-31,5.244786,2.002381,57.362353,1278.300049,115.451900,101.909700,99.433530,104.093600,-0.130000,0.990000,6.750000,7.373350,2.270000,3.653316,2.832632,2.676316,5.130000,4.020000,2.365789,3.900000,192.000000,69.922501,374425.187184,96.169998,-0.130555,-9.177689,4.761523,1.106541,25.420000,1095.000000,1.142920,0.156316,1.110000,1.505214
2019-01-31,6.597137,1.487589,59.409545,1319.699951,114.727000,101.916600,99.204660,103.402100,-0.360000,1.000000,6.750000,7.347350,2.400000,4.035168,2.713810,2.543333,5.120000,3.930000,2.374286,4.000000,251.000000,71.120003,378006.428711,95.580002,-0.290904,7.868440,3.238669,0.497977,16.570000,1226.000000,1.874894,0.170476,1.190000,0.152863
2019-02-28,6.968623,1.518862,63.960500,1312.800049,114.489900,101.911700,98.819340,102.837100,-0.410000,1.100000,6.562500,7.431200,2.400000,4.011558,2.676316,2.504211,4.950000,3.790000,2.388421,3.800000,7.000000,71.190002,379583.834240,96.160004,-0.355003,2.972889,-0.522839,-1.852136,14.780000,1121.000000,1.594939,0.172105,1.160000,-0.406123
2019-03-31,7.665521,1.883186,66.138571,1293.000000,116.268800,101.893000,98.212140,102.875700,-0.100000,1.200000,6.500000,7.413660,2.410000,3.906166,2.570952,2.409524,4.840000,3.770000,2.402381,3.800000,228.000000,69.500000,390267.677763,97.279999,7.204077,1.792426,-1.508230,13.552307,13.710000,1191.000000,3.136064,0.161429,1.070000,-1.165521
2019-04-30,8.333288,2.000583,71.233333,1282.800049,116.125900,101.857900,97.474180,102.274000,-0.510000,1.400000,6.250000,7.421075,2.420000,3.976778,2.532381,2.344762,4.700000,3.690000,2.382857,3.700000,296.000000,69.811798,396238.176684,97.480003,1.539761,3.931350,-0.788859,-2.155615,13.120000,1272.000000,3.137225,0.187619,1.010000,-2.083288
2019-05-31,8.650538,1.795911,71.317727,1305.800049,117.852200,101.803700,96.704350,102.392000,0.020000,1.380000,6.250000,7.327100,2.390000,4.268544,2.395000,2.206364,4.630000,3.670000,2.352727,3.600000,27.000000,69.980003,399309.608326,97.750000,1.486612,-6.577773,1.792953,5.411085,18.709999,1293.000000,2.597975,0.188636,0.960000,-2.400538
2019-06-30,8.591089,1.671195,64.220500,1409.699951,116.797200,101.728200,95.991170,102.437500,0.040000,1.110000,6.000000,6.968050,2.380000,4.674735,2.074000,1.814000,4.460000,3.420000,2.170500,3.600000,220.000000,69.324997,405936.770213,96.129997,-1.123479,6.893016,7.956800,-0.861186,15.080000,1243.000000,3.064492,0.260000,1.040000,-2.591089
2019-07-31,5.980012,1.826331,63.919130,1426.099976,118.547400,101.630000,95.426550,101.940800,-0.360000,1.300000,6.000000,6.597725,2.400000,5.015136,2.059091,1.835000,4.280000,3.290000,2.098636,3.700000,99.000000,69.077499,403714.736546,98.519997,-5.690543,1.312815,1.163370,-7.166647,16.120001,1240.000000,3.234160,0.224091,0.990000,0.019988
2019-08-31,6.312211,1.737641,59.041818,1519.099976,114.054300,101.508700,95.146960,102.639000,0.170000,1.320000,5.720000,6.619120,2.130000,5.237211,1.626364,1.571364,3.870000,2.980000,1.949545,3.600000,232.000000,71.680199,401408.385720,98.919998,-0.852222,-1.809163,6.521282,-5.015063,18.980000,1375.000000,3.873988,0.055000,0.890000,-0.592211
2019-09-30,6.976696,1.684498,62.826667,1465.699951,111.000800,101.364200,95.225950,102.291700,-0.430000,1.500000,5.650000,6.813350,2.040000,5.672873,1.699500,1.648000,3.910000,3.030000,1.894500,3.500000,196.000000,70.498703,407452.453119,99.379997,4.093168,1.718118,-3.515241,6.108028,16.240000,1311.000000,3.616429,0.051500,0.880000,-1.326696
2019-10-31,7.615880,1.733974,59.713043,1511.400024,111.206800,101.197400,95.281750,101.428100,-0.780000,1.410000,5.400000,6.541800,1.830000,6.532589,1.706818,1.551364,3.920000,3.010000,1.646818,3.600000,95.000000,70.989998,418505.121882,97.349998,3.512151,2.043177,3.117969,3.309261,13.220000,1325.000000,2.866950,0.155455,0.910000,-2.215880
