Date,IN_CPI_YoY,US_CPI_YoY,Oil_Brent_USD,Gold_USD,IN_IIP_YoY,IN_CLI_OECD,IN_Business_Confidence,US_Industrial_Production,US_CFNAI,US_Leading_Index,IN_Repo_Rate,IN_10Y_Yield,US_Fed_Funds_Rate,US_M2_YoY,US_10Y_Yield,US_2Y_Yield,US_BAA_Yield,US_AAA_Yield,US_3M_TBill,US_Unemployment_Rate,US_NFP_MoM_Change,USDINR,IN_Forex_Reserves_USD,DXY_Dollar_Index,Nifty50_MoM_Return,SP500_MoM_Return,Gold_MoM_Return,BankNifty_MoM_Return,US_VIX,US_Housing_Starts,US_Retail_Sales_YoY,US_Yield_Curve_Spread,US_Credit_Spread,IN_Real_Repo_Rate
2019-11-30,8.609263,2.092290,63.211905,1465.599976,117.999900,101.009300,94.776280,101.937200,0.200000,1.380000,5.400000,6.634980,1.550000,7.135807,1.812105,1.612632,3.940000,3.060000,1.542105,3.600000,207.000000,71.547401,424853.307690,98.269997,1.503686,3.404704,-3.030306,6.252359,12.620000,1353.000000,3.079258,0.199474,0.880000,-3.209263
2019-12-31,9.634547,2.319527,67.217143,1519.500000,115.456600,100.801000,93.337370,101.700300,-0.350000,1.480000,5.400000,6.848575,1.550000,6.706229,1.862857,1.613333,3.880000,3.010000,1.535238,3.600000,127.000000,71.310997,432378.384524,96.389999,0.932315,2.858982,3.677676,0.674734,13.780000,1548.000000,5.469697,0.249524,0.870000,-4.234547
2020-01-31,7.491932,2.599768,63.645455,1582.900024,117.092500,100.573700,91.642260,101.033800,-0.250000,1.570000,5.400000,6.821800,1.550000,6.714577,1.757619,1.519048,3.770000,2.940000,1.522381,3.600000,237.000000,71.639999,442647.713931,97.389999,-1.695784,-0.162809,4.172427,-4.129299,18.840000,1581.000000,5.032012,0.238571,0.830000,-2.091932
2020-02-29,6.840434,2.341317,55.657000,1564.099976,116.476300,100.329300,90.672350,101.373500,0.070000,1.720000,5.400000,6.659650,1.580000,6.827190,1.504211,1.331053,3.610000,2.780000,1.515263,3.500000,262.000000,71.930000,451702.905468,98.129997,-6.356322,-8.411048,-1.187697,-5.469518,40.110001,1549.000000,4.794906,0.173158,0.830000,-1.440434
2020-03-31,5.501594,1.494040,32.011364,1583.400024,94.195920,98.399970,91.224160,97.407800,-4.370000,1.720000,5.210000,6.701575,0.650000,10.139858,0.870000,0.448182,4.290000,3.020000,0.286364,4.400000,-1398.000000,75.400002,447527.444120,99.050003,-23.246368,-12.511928,1.233940,-34.319482,53.540001,1266.000000,-6.202383,0.421818,1.270000,-0.291594
2020-04-30,5.448694,0.313047,18.378500,1684.199951,49.610620,88.659660,92.695080,84.561900,-18.270000,1.720000,4.650000,6.765150,0.050000,16.874271,0.657619,0.224762,4.130000,2.430000,0.138095,14.800000,-20469.000000,75.258499,449107.995966,99.019997,14.680008,12.684404,6.366043,12.486943,34.150002,936.000000,-19.688871,0.432857,1.700000,-0.798694
2020-05-31,5.095542,0.198201,29.378947,1736.900024,79.076810,83.905430,94.379670,85.960400,4.750000,1.720000,4.490000,5.915440,0.050000,21.856073,0.674000,0.170500,3.950000,2.500000,0.127500,13.200000,2614.000000,75.959999,460963.536941,98.339996,-2.835734,4.528182,3.129086,-10.389146,27.510000,1039.000000,-5.209008,0.503500,1.450000,-0.605542
2020-06-30,5.063294,0.716656,40.266818,1793.000000,97.291530,88.117530,95.846940,91.593400,6.310000,,4.250000,5.855100,0.080000,22.805536,0.728636,0.185000,3.640000,2.440000,0.159545,11.000000,4631.000000,75.699997,472094.307418,97.389999,7.534209,1.838840,3.229891,10.741951,30.430000,1266.000000,2.530821,0.543636,1.200000,-0.813294
2020-07-31,5.329131,0.996865,43.242174,1962.800049,105.683200,92.334650,97.103820,95.025600,2.640000,,4.250000,5.814520,0.090000,23.171256,0.623636,0.148182,3.310000,2.140000,0.126818,10.200000,1584.000000,74.989998,497249.262551,93.489998,7.487314,5.510132,9.470164,1.262975,24.459999,1526.000000,3.381124,0.475455,1.170000,-1.079131
2020-08-31,5.625035,1.281070,44.736000,1967.599976,106.158300,96.481380,98.220020,95.954900,1.260000,,4.250000,6.010500,0.100000,22.936227,0.650000,0.139524,3.270000,2.250000,0.104286,8.400000,1566.000000,73.128304,505303.565479,92.139999,2.836061,7.006467,0.244545,9.770310,26.410000,1396.000000,3.545724,0.510476,1.020000,-1.375035
2020-09-30,5.636615,1.391023,40.909545,1887.500000,112.184600,97.750910,99.163230,95.966900,0.500000,,4.250000,6.024675,0.090000,23.677502,0.679524,0.134762,3.360000,2.310000,0.108571,7.800000,949.000000,73.845001,508526.945423,93.889999,-1.228981,-3.922797,-4.070948,-9.693173,26.370001,1473.000000,6.287283,0.544762,1.050000,-1.386615
2020-10-31,5.902145,1.230386,40.189545,1877.400024,116.368100,98.694880,99.774960,96.739400,1.010000,,4.250000,5.944840,0.090000,23.596955,0.787143,0.149524,3.440000,2.350000,0.100476,6.900000,690.000000,74.264000,523969.558523,94.040001,3.510548,-2.766579,-0.535098,11.416761,38.020000,1543.000000,5.574486,0.637619,1.090000,-1.652145
2020-11-30,5.284761,1.175745,42.692381,1775.699951,116.110800,98.642880,99.709410,97.081600,0.280000,,2.250000,5.895200,0.090000,24.220685,0.870000,0.165789,3.300000,2.300000,0.091053,6.700000,273.000000,73.940903,539921.508599,91.870003,11.394126,10.754564,-5.417070,23.882574,20.570000,1543.000000,3.836139,0.704211,1.000000,-3.034761
2020-12-31,3.686607,1.320419,49.993636,1893.099976,117.465300,98.621120,98.703860,98.363000,0.680000,,4.250000,5.892900,0.090000,24.666801,0.933636,0.135909,3.160000,2.260000,0.087273,6.700000,-185.000000,73.134003,549086.868075,89.940002,7.809420,3.712146,6.611479,5.589506,22.750000,1614.000000,4.396878,0.797727,0.900000,0.563393
2021-01-31,3.162903,1.373844,54.774000,1847.300049,116.757600,98.620120,97.526180,98.882200,0.860000,,4.250000,5.941620,0.090000,25.573068,1.081053,0.131053,3.240000,2.450000,0.083684,6.400000,315.000000,72.938797,554103.798782,90.580002,-2.482882,-1.113666,-2.419308,-2.234359,33.090000,1630.000000,8.563264,0.950000,0.790000,1.087097
2021-02-28,4.494454,1.669817,62.276500,1728.099976,116.609000,98.793170,97.258360,95.614900,-1.840000,,4.250000,6.193500,0.080000,26.657246,1.257895,0.115263,3.420000,2.700000,0.042632,6.200000,517.000000,73.150902,549399.409663,90.930000,6.560888,2.609145,-6.452664,13.865633,27.950001,1404.000000,5.736324,1.142632,0.720000,-0.244454
2021-03-31,5.665686,2.667819,65.410000,1713.800049,116.704600,96.967630,98.751980,98.385600,2.400000,,4.250000,6.350775,0.070000,23.875726,1.610870,0.146957,3.740000,3.040000,0.031304,6.100000,852.000000,73.445297,543284.105579,93.230003,1.111901,4.243863,-0.827494,-4.309040,19.400000,1696.000000,28.881074,1.463913,0.700000,-1.415686
2021-04-30,5.139898,4.133077,64.806500,1767.300049,115.891900,95.147060,101.174000,98.558700,0.120000,,4.250000,6.280100,0.070000,18.486305,1.635000,0.163182,3.600000,2.900000,0.020909,6.100000,355.000000,74.105797,552737.345147,91.279999,-0.405703,5.242532,3.121718,-1.567684,18.610001,1495.000000,51.849996,1.471818,0.700000,-0.889898
2021-05-31,5.257642,4.918257,68.534211,1902.500000,101.103200,93.310560,103.453100,99.433300,0.220000,,4.250000,6.225375,0.060000,14.371813,1.621000,0.155000,3.620000,2.960000,0.018000,5.800000,478.000000,72.393501,560787.725898,90.029999,6.504639,0.548649,7.650085,8.373086,16.760000,1589.000000,26.509200,1.466000,0.660000,-1.007642
2021-06-30,5.577861,5.295633,73.164091,1770.800049,110.954900,95.230740,104.798400,99.798700,0.330000,,4.250000,6.267675,0.080000,12.797205,1.519091,0.202727,3.440000,2.790000,0.035909,5.900000,755.000000,74.287598,575510.579221,92.440002,0.890085,2.221401,-6.922468,-2.123607,15.830000,1650.000000,18.128400,1.316364,0.650000,-1.327861
2021-07-31,5.263891,5.245169,75.165909,1812.599976,117.843600,97.078740,105.360000,100.251900,0.750000,,4.250000,6.208420,0.100000,12.680236,1.318571,0.219524,3.240000,2.570000,0.052381,5.400000,942.000000,74.251999,582672.086473,92.169998,0.264287,2.274805,2.360511,-0.540230,18.240000,1597.000000,14.347791,1.099048,0.670000,-1.013891
2021-08-31,4.811459,5.152015,70.747143,1815.000000,119.632600,98.819980,105.304100,100.043700,-0.040000,,4.250000,6.280325,0.090000,13.267342,1.283182,0.217273,3.240000,2.550000,0.054545,5.100000,552.000000,73.411201,603136.242827,92.629997,8.685815,2.899042,0.132408,5.321054,16.480000,1594.000000,14.093286,1.065909,0.690000,-0.561459
2021-09-30,4.403007,5.351216,74.488636,1755.300049,117.324500,98.862370,104.671300,98.857900,-0.140000,,4.250000,6.188300,0.080000,12.753371,1.374762,0.240952,3.230000,2.530000,0.041905,4.700000,457.000000,74.321999,598057.121007,94.250000,2.836479,-4.756917,-3.289254,2.746770,23.139999,1577.000000,12.630472,1.133810,0.700000,-0.153007
2021-10-31,4.518826,6.235042,83.538095,1783.000000,121.342700,98.905200,103.852500,100.186100,0.930000,,4.250000,6.359780,0.080000,12.695252,1.582500,0.392500,3.350000,2.680000,0.052000,4.500000,801.000000,74.797203,602272.925341,94.120003,0.303664,6.914384,1.578075,4.517022,16.260000,1579.000000,14.738812,1.190000,0.670000,-0.268826
2021-11-30,4.837359,6.901970,81.050000,1773.599976,116.987700,98.946960,103.255500,100.865400,0.650000,,4.250000,6.354375,0.080000,12.233262,1.559500,0.508000,3.280000,2.620000,0.051500,4.100000,658.000000,75.054901,599403.730377,95.989998,-3.895794,-0.833371,-0.527203,-8.744085,27.190001,1705.000000,17.030533,1.051500,0.660000,-0.587359
2021-12-31,5.555543,7.174340,74.170476,1827.500000,118.586300,98.987240,103.158000,100.572600,0.170000,,4.250000,6.440320,0.080000,12.147095,1.465000,0.680000,3.300000,2.650000,0.060000,3.900000,586.000000,74.431198,594356.484009,95.669998,2.183638,4.361291,3.039018,-0.598409,17.219999,1722.000000,15.112859,0.785000,0.650000,-1.305543
2022-01-31,5.837608,7.558806,86.505238,1795.000000,119.009900,99.027520,103.338100,100.185600,-0.040000,,4.250000,6.643025,0.080000,11.455460,1.764000,0.980500,3.580000,2.930000,0.149500,4.000000,190.000000,75.039001,591020.180020,96.540001,-0.081832,-5.258517,-1.778386,7.028001,24.830000,1702.000000,12.924736,0.783500,0.650000,-1.587608
2022-02-28,5.042049,7.937279,97.129000,1899.400024,117.988700,99.070450,103.508500,100.806400,0.390000,,4.250000,6.750475,0.080000,10.619924,1.934211,1.435263,3.970000,3.250000,0.325789,3.900000,819.000000,75.068001,590657.717954,96.709999,-3.148523,-3.136049,5.816157,-4.661054,30.150000,1735.000000,17.106174,0.498947,0.720000,-0.792049
2022-03-31,5.351198,8.572205,117.245217,1949.199951,119.245600,99.119170,103.471600,101.390700,0.420000,,4.250000,6.819825,0.200000,9.558638,2.127826,1.909565,4.290000,3.430000,0.443478,3.700000,490.000000,75.827797,564868.349642,98.309998,3.994603,3.577329,2.621877,0.464857,20.559999,1712.000000,7.860751,0.218261,0.860000,-1.101198
2022-04-30,6.328001,8.231751,104.575263,1909.300049,123.886300,99.176570,103.286000,101.440000,0.000000,,4.250000,7.105800,0.330000,7.882015,2.747500,2.538000,4.660000,3.760000,0.763000,3.700000,308.000000,76.588997,554647.525572,102.959999,-2.073887,-8.795671,-2.046989,-0.784779,33.400002,1820.000000,8.413182,0.209500,0.900000,-2.078001
2022-05-31,6.965109,8.538171,113.337619,1842.699951,120.857100,99.244960,103.050600,101.333500,-0.420000,,4.650000,7.385650,0.770000,6.189568,2.898095,2.616667,5.120000,4.130000,0.983333,3.600000,301.000000,77.520897,562226.718595,101.750000,-3.028788,0.005318,-3.488194,-1.664682,26.190001,1531.000000,9.014806,0.281429,0.990000,-2.315109
2022-06-30,6.162695,8.979361,122.710952,1804.099976,125.166500,99.325780,102.838600,101.018000,-0.250000,,5.030000,7.529625,1.210000,5.744614,3.143333,2.998095,5.270000,4.240000,1.494762,3.600000,434.000000,78.898300,548773.984866,104.690002,-4.849699,-8.392000,-2.094751,-5.811341,28.709999,1551.000000,8.850887,0.145238,1.030000,-1.132695
2022-07-31,5.781763,8.462577,111.925714,1762.900024,120.576100,99.419200,102.681000,101.223000,0.200000,,5.150000,7.402060,1.680000,4.948582,2.896000,3.036000,5.210000,4.060000,2.232500,3.500000,714.000000,79.571503,534690.412999,105.900002,8.732435,9.111639,-2.283684,12.165388,21.330000,1381.000000,9.593116,-0.140000,1.150000,-0.631763
2022-08-31,5.853678,8.222579,100.446364,1712.800049,118.469500,99.524770,102.610000,101.096300,0.040000,,5.650000,7.274750,2.330000,3.872918,2.897826,3.250000,5.150000,4.070000,2.630870,3.600000,290.000000,79.682297,520844.755866,108.699997,3.502984,-4.244013,-2.841907,5.455523,25.870001,1531.000000,9.583788,-0.352174,1.080000,-0.203678
2022-09-30,6.488255,8.192107,89.764762,1662.400024,121.359600,99.642040,102.649400,101.291800,0.000000,,5.750000,7.280374,2.560000,2.647039,3.519048,3.856667,5.690000,4.590000,3.126667,3.500000,220.000000,81.480598,495189.249605,112.120003,-3.744242,-9.339567,-2.942552,-2.288503,31.620001,1488.000000,8.559207,-0.337619,1.100000,-0.738255
2022-10-31,6.084886,7.758814,93.331905,1635.900024,116.350600,99.771020,102.716900,101.252900,0.040000,,6.150000,7.464925,3.080000,1.406841,3.983500,4.375000,6.260000,5.100000,3.717000,3.600000,357.000000,82.239197,496564.013946,111.529999,5.369316,7.986341,-1.594081,6.926777,25.879999,1435.000000,8.098963,-0.391500,1.160000,0.065114
2022-11-30,5.409730,7.122856,91.415455,1746.000000,125.813200,99.911830,102.711300,100.955200,-0.600000,,6.150000,7.357575,3.780000,0.331335,3.891000,4.503500,6.070000,4.900000,4.151500,3.600000,303.000000,81.630898,513369.416042,105.949997,4.142472,5.375289,6.730239,4.655527,20.580000,1424.000000,5.534556,-0.612500,1.170000,0.740270
2022-12-31,5.502361,6.404600,80.924000,1819.699951,124.910800,100.064200,102.570400,99.766400,-0.460000,,6.430000,7.294160,4.100000,-1.058900,3.616190,4.288571,5.590000,4.430000,4.252381,3.500000,100.000000,82.835098,521419.383958,103.519997,-3.481377,-5.897147,4.221074,-0.565681,21.670000,1308.000000,5.133578,-0.672381,1.160000,0.927639
2023-01-31,6.155037,6.327179,82.501429,1929.500000,125.618100,100.226900,102.403100,100.505000,0.560000,,6.500000,7.390000,4.330000,-1.686870,3.531500,4.207500,5.500000,4.400000,4.537500,3.500000,434.000000,81.579903,530592.718784,102.099998,-2.447628,6.175286,6.033964,-5.422466,19.400000,1361.000000,7.718655,-0.676000,1.100000,0.344963
2023-02-28,6.160035,5.957821,82.585000,1828.900024,125.618100,100.398300,102.378100,100.641600,-0.430000,,6.690000,7.334525,4.570000,-2.237400,3.746842,4.533684,5.590000,4.560000,4.654737,3.600000,290.000000,82.652000,521182.628293,104.870003,-2.028072,-2.611249,-5.213785,-0.949452,20.700001,1399.000000,5.336303,-0.786842,1.030000,0.529965
2023-03-31,5.793615,4.917719,78.434348,1969.000000,125.618100,100.576300,102.639100,101.020500,-0.410000,,6.750000,7.360000,4.650000,-3.827162,3.663043,4.302609,5.710000,4.600000,4.691739,3.500000,68.000000,82.100502,533279.818317,102.510002,0.322474,3.505161,7.660341,0.843322,18.700001,1377.000000,2.157207,-0.639565,1.110000,0.956385
2023-04-30,5.090099,4.950080,84.638333,1990.099976,125.618100,100.759400,103.077900,101.253000,0.040000,,6.750000,7.180000,4.830000,-4.636759,3.460000,4.016000,5.530000,4.470000,4.924500,3.400000,241.000000,81.765099,544545.952523,101.669998,4.062559,1.464234,1.071609,6.464756,15.780000,1354.000000,1.560147,-0.556000,1.060000,1.659901
2023-05-31,4.418654,4.131851,75.466000,1963.900024,,100.946000,103.577500,100.928600,-0.180000,,6.750000,7.012500,5.060000,-4.062017,3.573636,4.131818,5.770000,4.670000,5.135455,3.600000,280.000000,82.683899,545704.729661,104.320000,2.598397,0.248235,-1.316514,2.068400,17.940001,1584.000000,2.130039,-0.558182,1.100000,2.331346
2023-06-30,5.572775,3.070617,74.839091,1921.099976,,101.135000,103.577500,100.119600,-0.410000,,6.750000,7.054000,5.080000,-3.935083,3.748095,4.639524,5.750000,4.650000,5.158095,3.600000,225.000000,82.075401,551201.105823,102.910004,3.532083,6.472746,-2.179339,1.403193,13.590000,1421.000000,1.651972,-0.891429,1.100000,1.177225
2023-07-31,7.544302,3.287749,80.108095,1970.500000,,101.325700,103.577500,100.906700,0.130000,,6.750000,7.112500,5.120000,-3.972043,3.899500,4.828500,5.740000,4.660000,5.254000,3.500000,163.000000,82.252800,560733.750176,101.860001,2.943085,3.113893,2.571445,2.019673,13.630000,1460.000000,2.861648,-0.929000,1.080000,-0.794302
2023-08-31,6.912412,3.722505,86.147727,1938.199951,,101.517600,103.577500,100.839300,-0.170000,,6.750000,7.185000,5.330000,-3.934116,4.167826,4.901739,6.020000,4.950000,5.296522,3.700000,218.000000,82.700401,553212.330477,103.620003,-2.531158,-1.771639,-1.639180,-3.640554,13.570000,1317.000000,3.193202,-0.733913,1.070000,-0.162412
2023-09-30,4.722002,3.687207,93.722381,1848.099976,,101.517600,,101.021100,-0.030000,,6.750000,7.172000,5.330000,-3.658525,4.379000,5.022000,6.160000,5.130000,5.319500,3.700000,156.000000,83.193001,544405.448262,106.169998,1.997008,-4.871937,-4.648642,1.353521,17.520000,1371.000000,4.162398,-0.643000,1.030000,2.027998
2023-10-31,4.452841,3.251266,90.595909,1985.199951,,101.517600,,100.468900,-0.510000,,6.750000,7.350000,5.330000,-3.394702,4.798095,5.067619,6.630000,5.610000,5.335238,3.900000,159.000000,83.296501,542079.544072,106.660004,-2.844957,-2.197969,7.418429,-3.899561,18.139999,1368.000000,2.613692,-0.269524,1.020000,2.297159
2023-11-30,4.981121,3.133346,82.940000,2038.099976,,101.517600,,100.863900,0.140000,,6.750000,7.270000,5.330000,-3.107163,4.502857,4.882381,6.290000,5.280000,5.270000,3.700000,127.000000,83.330299,556543.068949,103.500000,5.521870,8.917927,2.664720,3.817866,12.920000,1514.000000,3.922919,-0.379524,1.010000,1.768879
2023-12-31,4.913119,3.315910,77.631053,2062.399902,,,,100.603100,-0.120000,,6.750000,7.224000,5.330000,-2.451285,4.020000,4.457000,5.640000,4.740000,5.241500,3.800000,154.000000,82.302002,574508.789080,101.330002,7.938400,4.422923,1.192283,8.566435,12.450000,1521.000000,5.295483,-0.437000,0.900000,1.836881
2024-01-31,4.593418,3.088343,80.124091,2048.399902,,,,99.222300,-0.990000,,6.750000,7.202500,5.330000,-2.042881,4.058095,4.322857,5.680000,4.870000,5.224762,3.700000,175.000000,83.109703,572003.913129,103.269997,-0.026235,1.589571,-0.678821,-4.753246,14.350000,1381.000000,0.029842,-0.264762,0.810000,1.836881
2024-02-29,4.898238,3.157074,83.478095,2045.699951,,,,100.285000,0.260000,,6.750000,7.090000,5.330000,-1.525894,4.207500,4.544000,5.770000,5.030000,5.238500,3.900000,206.000000,82.911903,577133.114834,104.160004,1.183398,5.172064,-0.131808,0.269796,13.400000,1552.000000,1.953130,-0.336500,0.740000,1.836881
2024-03-31,4.201080,3.486835,85.408500,2217.399902,,,,100.457500,-0.130000,,6.750000,7.068000,5.330000,0.126211,4.208500,4.588000,5.750000,5.010000,5.239000,3.900000,228.000000,83.392998,593744.011869,104.550003,1.565313,3.101878,8.393213,2.176244,13.010000,1312.000000,3.393623,-0.379500,0.740000,1.836881
2024-04-30,3.874778,3.360795,89.938095,2291.399902,,,,100.243400,-0.370000,,,7.150000,5.330000,0.960501,4.539091,4.873182,6.000000,5.280000,5.241364,3.900000,64.000000,83.451103,584311.156243,106.220001,1.244907,-4.161507,3.337242,4.821576,15.650000,1385.000000,2.551552,-0.334091,0.720000,
2024-05-31,3.860395,3.244279,81.746190,2322.899902,,,,100.863000,0.150000,,,7.054000,5.330000,0.917431,4.482273,4.856364,5.950000,5.250000,5.252727,3.900000,78.000000,83.320900,595021.554909,104.669998,-0.328029,4.802119,1.374705,-0.835684,12.920000,1316.000000,2.800407,-0.374091,0.700000,
2024-06-30,3.665688,2.970258,82.246000,2327.699951,,,,100.894000,-0.220000,,,7.022500,5.330000,1.300435,4.305263,4.736842,5.820000,5.130000,5.244211,4.100000,87.000000,83.450897,595473.433970,105.870003,6.568373,3.466980,0.206640,6.855921,12.440000,1327.000000,2.264306,-0.431579,0.690000,
2024-07-31,2.147471,2.941476,85.153043,2426.500000,,,,99.975700,-0.390000,,,7.007500,5.330000,1.475343,4.248636,4.495909,5.840000,5.120000,5.199545,4.200000,53.000000,83.738998,612132.483487,104.099998,3.917232,1.132132,4.244535,-1.507103,16.360001,1265.000000,3.008590,-0.247273,0.720000,
2024-08-31,2.442539,2.607144,80.355238,2493.800049,,,,100.430900,-0.080000,,,6.910000,5.330000,1.982446,3.870909,3.965455,5.600000,4.870000,5.047273,4.200000,9.000000,83.895103,620488.463015,101.699997,1.141230,2.283471,2.773544,-0.392600,15.000000,1391.000000,1.793926,-0.094545,0.730000,
2024-09-30,4.218177,2.426483,74.016667,2636.100098,,,,99.808400,-0.290000,,,6.832500,5.130000,2.489914,3.723500,3.622500,5.420000,4.680000,4.722000,4.100000,155.000000,83.716400,640051.704088,100.779999,2.278299,2.019688,5.706153,3.168588,16.730000,1357.000000,1.980264,0.101000,0.740000,
2024-10-31,4.407490,2.578844,75.632609,2738.300049,,,,99.469500,-0.560000,,,6.785000,4.830000,2.892883,4.095455,3.972273,5.630000,4.950000,4.510455,4.100000,33.000000,84.089104,612406.993362,103.980003,-6.220252,-0.989674,3.876937,-2.836549,23.160000,1352.000000,3.227001,0.123182,0.680000,
2024-11-30,3.882097,2.719472,74.345238,2657.000000,,,,99.292500,-0.060000,,,6.812000,4.640000,3.358177,4.355789,4.257368,5.780000,5.140000,4.418421,4.200000,134.000000,84.471603,592220.818187,105.739998,-0.306750,5.730130,-2.968997,1.127239,13.510000,1295.000000,3.870409,0.098421,0.640000,
2024-12-31,3.530243,2.870691,73.859500,2606.100098,,,,100.327300,0.330000,,,6.777500,4.480000,3.438402,4.391429,4.225714,5.800000,5.200000,4.270476,4.100000,237.000000,85.386002,569544.279505,108.129997,-2.014824,-2.079444,-1.915691,-2.118603,17.400000,1514.000000,4.515378,0.165714,0.600000,
